Vernier Format 2
Untitled.cmbl 14. 04. 2025 11:07:26 ,
Latest
Time	Position	Velocity	Acceleration
4,75	0,432134	-0,089915	0,0411086419753
4,8	0,427756	-0,0873138888889	0,0412524691358
4,85	0,423448	-0,0854377777778	0,035087962963
4,9	0,419226	-0,0838944444444	0,0302296296296
4,95	0,415073	-0,0826588888889	0,0313611111111
5	0,410954	-0,0812061111111	0,0433308641975
5,05	0,406905	-0,078835	0,0696904320988
5,1	0,403047	-0,0748672222222	0,106225
5,15	0,399326	-0,0689388888889	0,143262037037
5,2	0,395727	-0,0566616666667	0,106456481481
5,25	0,394204	-0,0541522222222	-0,00126851851852
5,3	0,390847	-0,0612327777778	-0,0326435185185
5,35	0,387612	-0,0611966666667	0,00837345679012
5,4	0,384635	-0,0592372222222	0,0432512345679
5,45	0,381711	-0,0565705555556	0,0814438271605
5,5	0,37896	-0,0522944444444	0,138823148148
5,55	0,376347	-0,04475	0,218267901235
5,6	0,37389	-0,0264588888889	0,197940432099
5,65	0,373993	-0,016035	-0,0078462962963
5,7	0,372869	-0,0204816666667	-0,324794753086
5,75	0,373544	-0,0541511111111	-0,510637037037
5,8	0,367695	-0,0920094444444	-0,307212037037
5,85	0,362106	-0,0896838888889	0,0155030864198
5,9	0,358645	-0,0809088888889	0,182641975309
5,95	0,35399	-0,06794	0,25364382716
6	0,35155	-0,0511144444444	0,214620061728
6,05	0,349387	-0,0437755555556	0,120691358025
6,1	0,347415	-0,0413255555556	0,0627762345679
6,15	0,345217	-0,0395977777778	0,0459731481481
6,2	0,343383	-0,0367911111111	0,0393533950617
6,25	0,341635	-0,0355127777778	0,0335354938272
6,3	0,339818	-0,0339611111111	0,0361564814815
6,35	0,338192	-0,0317977777778	0,0369265432099
6,4	0,336652	-0,0298316666667	0,0309719135802
6,45	0,335267	-0,0288294444444	0,0267351851852
6,5	0,333745	-0,0275383333333	0,0288487654321
6,55	0,332482	-0,0257466666667	0,0285219135802
6,6	0,331218	-0,0246311111111	0,0267913580247
6,65	0,32999	-0,0232166666667	0,0274632716049
6,7	0,328882	-0,0214955555556	0,0227108024691
6,75	0,327948	-0,0215033333333	0,027287654321
6,8	0,326581	-0,0190544444444	0,0374848765432
6,85	0,326079	-0,0170172222222	0,0360240740741
6,9	0,324954	-0,0160816666667	0,0435712962963
6,95	0,324297	-0,0123605555556	0,0450067901235
7	0,323847	-0,0108355555556	0,0346611111111
7,05	0,323241	-0,00964166666667	0,0364929012346
7,1	0,322809	-0,00738388888889	0,041725617284
7,15	0,322514	-0,00519055555556	0,0428388888889
7,2	0,32229	-0,00296944444444	0,0404601851852
7,25	0,32222	-0,000912777777778	0,0329054938272
7,3	0,322238	0,000357777777778	0,0239924074074
7,35	0,322255	0,00146166666667	0,0153457407407
7,4	0,322411	0,00194433333333	0,0067512962963
7,45	0,32248	0,00188444444444	0,00269993827161
7,5	0,322584	0,00198222222222	0,0016824691358
